path,size,extension,access_time
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\es\Training.html,2926,html,2022-05-19T15:06:09.577957
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\es\welcome.html,7257,html,2022-05-19T15:06:09.556956
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\fr\Training.html,2926,html,2022-05-19T15:06:09.517636
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\fr\welcome.html,7257,html,2022-05-19T15:06:09.497635
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\it\Training.html,2926,html,2022-05-19T15:06:09.474638
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\it\welcome.html,7257,html,2022-05-19T15:06:09.454633
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\ja\Training.html,3222,html,2022-05-19T15:06:09.426604
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\ja\welcome.html,7266,html,2022-05-19T15:06:08.691927
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\ko\Training.html,3044,html,2022-05-19T15:06:08.667299
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\ko\welcome.html,7201,html,2022-05-19T15:06:08.636916
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\pt_BR\Training.html,3026,html,2022-05-19T15:06:08.604952
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\pt_BR\welcome.html,7249,html,2022-05-19T15:06:08.587946
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\closedbook.png,493,png,2022-05-19T15:06:08.508157
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\codesampleicon.png,3111,png,2022-05-19T15:06:08.489149
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\cuecardsicon.png,3324,png,2022-05-19T15:06:08.471152
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\default_center.png,2865,png,2022-05-19T15:06:08.451151
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\default_left.png,2887,png,2022-05-19T15:06:08.428149
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\default_right.png,2895,png,2022-05-19T15:06:07.687364
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\footer_img.png,144,png,2022-05-19T15:06:07.665362
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\gotootnicon.png,782,png,2022-05-19T15:06:07.648369
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\helptopicicon.png,579,png,2022-05-19T15:06:07.628368
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\kd_coach.png,762,png,2022-05-19T15:06:07.605368
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\mouse_down_center.png,2871,png,2022-05-19T15:06:07.575364
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\mouse_down_left.png,3064,png,2022-05-19T15:06:07.548358
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\mouse_down_right.png,3073,png,2022-05-19T15:06:07.528349
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\mouse_over_center.png,2869,png,2022-05-19T15:06:07.511236
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\mouse_over_left.png,2889,png,2022-05-19T15:06:07.491167
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\mouse_over_right.png,2885,png,2022-05-19T15:06:07.469167
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\openbook.png,678,png,2022-05-19T15:06:07.448166
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\startpage_main.png,49234,png,2022-05-19T15:06:07.427166
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\tile.png,741,png,2022-05-19T15:06:06.692129
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\tile_1.png,3541,png,2022-05-19T15:06:06.672321
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\tile_2.png,3321,png,2022-05-19T15:06:06.652461
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\TPaths.png,13236,png,2022-05-19T15:06:08.527154
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\welcome_r2_c2.png,249,png,2022-05-19T15:06:06.630437
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\welcome_r2_c2_f2.png,266,png,2022-05-19T15:06:06.609900
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\welcome_r2_c2_f2_only.png,262,png,2022-05-19T15:06:06.589025
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\welcome_r2_c2_f3.png,260,png,2022-05-19T15:06:06.568024
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\welcome_r2_c2_f4.png,264,png,2022-05-19T15:06:06.547044
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\welcome_r2_c2_f5.png,266,png,2022-05-19T15:06:06.526042
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\welcome_r2_c3.png,381,png,2022-05-19T15:06:06.505430
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\welcome_r2_c3_f2.png,408,png,2022-05-19T15:06:06.483941
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\welcome_r2_c3_f3.png,396,png,2022-05-19T15:06:06.456759
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\welcome_r2_c3_f4.png,396,png,2022-05-19T15:06:06.435754
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\welcomeImages\welcome_r2_c3_f5.png,383,png,2022-05-19T15:06:05.696277
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\zh_CN\Training.html,2730,html,2022-05-19T15:06:05.677317
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\zh_CN\welcome.html,7174,html,2022-05-19T15:06:05.654312
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\zh_TW\Training.html,2671,html,2022-05-19T15:06:05.627988
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\doc\welcome\zh_TW\welcome.html,7200,html,2022-05-19T15:06:05.577415
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\footer_style.css,1410,css,2022-05-19T15:06:05.479812
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\main.css,3421,css,2022-05-19T15:06:05.456810
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\startPage_script.js,4753,js,2022-05-19T15:06:05.439808
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\subPage_script.js,9950,js,2022-05-19T15:06:04.706290
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\en\welcome.html,6914,html,2022-05-19T15:06:05.531490
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\en\welcome.js,587,js,2022-05-19T15:06:05.516814
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\en\welcome_tran_source.js,559,js,2022-05-19T15:06:05.501814
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\closedbook.png,493,png,2022-05-19T15:06:04.646846
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\codesampleicon.png,3111,png,2022-05-19T15:06:04.627822
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\cuecardsicon.png,3324,png,2022-05-19T15:06:04.607016
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\default_center.png,2865,png,2022-05-19T15:06:04.585088
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\default_left.png,2887,png,2022-05-19T15:06:04.564089
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\default_right.png,2895,png,2022-05-19T15:06:04.542158
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\footer_img.png,144,png,2022-05-19T15:06:04.521161
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\gotootnicon.png,782,png,2022-05-19T15:06:04.500179
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\helptopicicon.png,579,png,2022-05-19T15:06:04.478153
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\kd_coach.png,762,png,2022-05-19T15:06:04.457239
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\mouse_down_center.png,2871,png,2022-05-19T15:06:04.435893
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\mouse_down_left.png,3064,png,2022-05-19T15:06:04.413049
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\mouse_down_right.png,3073,png,2022-05-19T15:06:03.692239
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\mouse_over_center.png,2869,png,2022-05-19T15:06:03.675895
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\mouse_over_left.png,2889,png,2022-05-19T15:06:03.659300
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\mouse_over_right.png,2885,png,2022-05-19T15:06:03.643296
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\openbook.png,678,png,2022-05-19T15:06:03.627296
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\startpage_main.png,55998,png,2022-05-19T15:06:03.611293
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\tile.png,741,png,2022-05-19T15:06:03.596292
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\tile_1.png,3541,png,2022-05-19T15:06:03.578293
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\tile_2.png,3321,png,2022-05-19T15:06:03.560289
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\TPaths.png,13236,png,2022-05-19T15:06:04.671845
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\welcome_r2_c2.png,249,png,2022-05-19T15:06:03.542289
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\welcome_r2_c2_f2.png,266,png,2022-05-19T15:06:03.523289
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\welcome_r2_c2_f2_only.png,262,png,2022-05-19T15:06:03.507285
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\welcome_r2_c2_f3.png,260,png,2022-05-19T15:06:03.488291
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\welcome_r2_c2_f4.png,264,png,2022-05-19T15:06:03.467289
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\welcome_r2_c2_f5.png,266,png,2022-05-19T15:06:03.446288
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\welcome_r2_c3.png,381,png,2022-05-19T15:06:03.416282
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\welcome_r2_c3_f2.png,408,png,2022-05-19T15:06:02.657040
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\welcome_r2_c3_f3.png,396,png,2022-05-19T15:06:02.612038
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\welcome_r2_c3_f4.png,396,png,2022-05-19T15:06:02.580031
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\doc\welcome\welcomeImages\welcome_r2_c3_f5.png,383,png,2022-05-19T15:06:02.558344
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\lib\RSyntaxTextArea.License.txt,1515,txt,2022-05-19T15:06:02.540963
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\reports\oracle.sqldeveloper.datamodeler_reports.59.46.zip,7627,zip,2022-05-19T15:06:00.702105
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\reports\Reporting_Schema_Upgrade_Readme.txt,1096,txt,2022-05-19T15:06:00.448173
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\reports\Reports_Info.txt,5615,txt,2022-05-19T15:06:00.430170
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\reports\css\osddm_main.css,3707,css,2022-05-19T15:05:55.410061
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\reports\css\osddm_toc_tree.css,1124,css,2022-05-19T15:05:55.395061
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\reports\css\osddm_vs.css,1693,css,2022-05-19T15:05:55.363055
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\reports\img\disclosecollapsed_ena.png,251,png,2022-05-19T15:05:55.471069
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\reports\img\discloseexpanded_ena.png,231,png,2022-05-19T15:05:55.444076
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\reports\js\toc_filter.js,1169,js,2022-05-19T15:05:56.217354
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\reports\Reporting Schema diagrams\Data Types model.pdf,7022,pdf,2022-05-19T15:05:59.609330
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\reports\Reporting Schema diagrams\DataElement Constraints.pdf,7823,pdf,2022-05-19T15:05:59.490862
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\reports\Reporting Schema diagrams\Diagrams.pdf,6165,pdf,2022-05-19T15:05:59.394663
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\reports\Reporting Schema diagrams\Domains and Logical types.pdf,7024,pdf,2022-05-19T15:05:58.604655
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\reports\Reporting Schema diagrams\Logical Model elements.pdf,11348,pdf,2022-05-19T15:05:58.455646
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\reports\Reporting Schema diagrams\Logical to Process Modeling.pdf,3505,pdf,2022-05-19T15:05:58.360631
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\reports\Reporting Schema diagrams\Related to Design.pdf,7593,pdf,2022-05-19T15:05:57.560383
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\reports\Reporting Schema diagrams\Relational Model elements.pdf,17054,pdf,2022-05-19T15:05:57.385976
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\reports\Reporting Schema diagrams\Reporting Schema without Process Model.pdf,42426,pdf,2022-05-19T15:05:56.256403
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\samples\Dimensional_model\Global11_demo.pdf,709950,pdf,2022-05-19T15:05:06.513385
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\samples\Dimensional_model\global11_demo.zip,196402,zip,2022-05-19T15:05:05.179428
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\xmlmetadata\doc\details.html,3408736,html,2022-05-19T15:04:40.299783
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\xmlmetadata\doc\index.html,290,html,2022-05-19T15:04:36.561779
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\xmlmetadata\doc\list.html,77634,html,2022-05-19T15:04:36.427436
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\xmlmetadata\doc\README.txt,3817,txt,2022-05-19T15:04:41.415615
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\xmlmetadata\doc\README2.txt,3871,txt,2022-05-19T15:04:41.403486
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.datamodeler\xmlmetadata\doc\SQLDeveloperDataModelerScripting.docx,864875,docx,2022-05-19T15:04:41.181643
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\sqldeveloper\extensions\oracle.sqldeveloper.onsd\LICENSE.txt,14145,txt,2022-05-19T15:05:59.983374
C:/Users/Jelena/Downloads\sqldeveloper-19.2.1.247.2212-x64 (2)\sqldeveloper\svnkit\licenses\license.txt,11725,txt,2022-05-19T15:04:31.452777
